Dialogue Name,Node Guid ID,Text Guid ID,French,English,Spanish
Test Dialogue,1a1e1fa4-45c4-49de-8ffa-56605f60e9ba,122c658e-d1dc-4105-9a96-98c911c84cf8,"Les paramètres des Transition Settings contrôlent la vitesse, l'apparence et la couleur de la transition. Le Mode Mask utilise une texture pour masquer les pixels de l'écran, le Mode Fade fait un fondu progressif en noir, le mode Blend récupère directement le Material de l'image d'arrière-plan pour faire le passage progressif d'une texture à l'autre.","The Transition Settings control the speed, appearance and color of the transition. The Mask mode uses a texture to hide the pixels on the screen, the Fade mode makes a progressive fade in black, the blend mode retrieves directly the material from the background image to make the progressive passage of a texture to the other.","La configuración de configuración de la configuración controla la velocidad, la apariencia y el color de la transición. Le Mode Mask utilise une texture pour masquer les pixels de l'écran, le Mode Fade fait un fondu progressif en noir, le mode Blend récupère directement le Material de l'image d'arrière-plan pour faire le passage progressif d'une texture al otro."
Test Dialogue,32685c6c-768b-410e-ba24-f9d6d3ec8a44,588c0f60-eb1a-479a-88ce-b8510cd1977a,"Sur la node Background, retirer le ""Start Settings"" ne lancera pas de transition et remplacera instantanément l'arrière-plan. Retirer le ""End Settings"" ne causera qu'une seule transition, pas les deux.","On the Background node, removing the ""Start Settings"" will not launch a transition and will instantly replace the background. Removing the ""End Settings"" will cause only one transition, not both.","En el nodo de fondo, elimine la ""configuración de inicio"", lanzará una transición y reemplazará instantáneamente el fondo. Eliminar la configuración final causará solo una transición, no ambas."
Test Dialogue,32685c6c-768b-410e-ba24-f9d6d3ec8a44,3a602abf-ed44-4e6b-8772-5c4d7d7ede98,"Si le Start Settings est en mode Blend, il est inutile d'ajouter un End Settings.","If the Start Settings is in Blend mode, you do not need to add an End Settings.","Si la configuración de inicio está en modo de mezcla, no necesita agregar una configuración final."
Test Dialogue,02aa808f-c427-49a6-9e1e-4ec9845c7734,2b3b70e0-aaa3-45d3-b809-d9661402abdd,"Merci d'utiliser notre système de dialogue par node ! Si vous avez des questions, laissez un commentaire sur mon Github ou sous une des vidéos de ma chaîne Youtube !","Thank you for using our Dialogue Node System! If you have any questions, leave a comment on my github page or under one of the videos of my YouTube channel!","¡Gracias por usar nuestro sistema de diálogo de nodos! Si tiene alguna pregunta, deje un comentario en mi GitHub o en uno de los videos de mi canal de YouTube:"
Test Dialogue,2971b0dc-a154-4379-8621-c917ce06d379,ee05dba8-a4a1-488c-979f-fd647d90d072,"Les nodes ""Start"" et ""End"" sont les points d'entrée et de sortie du dialogue. Il peut y avoir plusieurs nodes Start et End dans un seul dialogue.","The ""Start"" and ""End"" nodes are the entrance and exit points of the dialog. There can be several Start and End nodes in a single dialogue.","Los nodos ""Inicio"" y ""End"" son los puntos de entrada y salida del diálogo. Puede haber varios nodos de inicio y finales en un solo diálogo."
Test Dialogue,2971b0dc-a154-4379-8621-c917ce06d379,66f31068-ae6b-4225-9f80-674769af3a09,"La node Start comporte un champ ""isDefault"" qui fera passer ce point d'entrée en priorité si ses conditions sont remplies.","The Start Node has an ""isDefault"" field that will make the script read this entry point in priority if its conditions are fulfilled.","El inicio del nodo tiene un campo ""ISDEFAULT"" que hará que este punto de entrada tenga prioridad si se cumplen sus condiciones."
Test Dialogue,2971b0dc-a154-4379-8621-c917ce06d379,e9a0520e-ff08-412b-8ec9-3b9e5b167042,"  ","It is possible to add conditions to the Start nodes to read the dialogue from a different input point according to the conditions filled by the player, thanks to the ""Add Condition"" button.","Es posible agregar condiciones a los nodos de inicio para leer el diálogo a un punto de entrada diferente de acuerdo con las condiciones llenas por el jugador, gracias al botón ""Agregar condición""."
Test Dialogue,2971b0dc-a154-4379-8621-c917ce06d379,3be30508-5aa9-4b4a-b95e-1ceb7c9fcd4f,"Ces conditions sont liées à un script ""DE_EventCaller"" qui fait office de connecteur entre la progression du joueur et les conditions des nodes à remplir (voir la Node Event pour plus de détails).","These conditions are linked to a script ""DE_EventCaller"" which acts as a connector between the progress of the player and the conditions of the nodes to be completed (see the Node Event for more details).","Estas condiciones están vinculadas a un script ""DE_EVENTCALLER"" que actúa como un conector entre el progreso del jugador y las condiciones de los nodos que se deben completar (consulte el evento del nodo para más detalles)."
Test Dialogue,f2eaac02-84a8-4f78-adf5-cda41f724d1c,311e4d82-aa80-4d90-90c9-9d9576d66dbd,"En cliquant sur l'option ""Add Event"" de la node, vous pouvez créer 2 types d'événements : String Event et Scriptable Event.","By clicking on the ""Add Event"" option, you can create 2 types of events: String Events and Scriptable Events.","Al hacer clic en la opción ""Agregar evento"" del nodo, puede crear 2 tipos de eventos: evento de cadena y evento scriptable."
Test Dialogue,f2eaac02-84a8-4f78-adf5-cda41f724d1c,6d584802-3604-4952-ae09-7531e0b8d350,"Le String Event va rechercher le nom de la propriété renseigné dans le script et la modifier.","The String Event will search for the name of the property provided in the script and edit it.","El evento de cadena buscará el nombre de la propiedad proporcionada en el script y editarla."
Test Dialogue,f2eaac02-84a8-4f78-adf5-cda41f724d1c,afb55991-3f45-47ea-9e70-14c91abb1249,"Le Scriptable Event va appeler tous les méthodes abonnées au ScriptableObject en paramètre depuis le DE_EventCaller. Dans cet exemple, notre SO va appeler une simple fonction écrivant un message dans la console.","The scriptable event will call all the methods subscribed to the scriptableObject as parameter from the DE_EventCaller. In this example, our SO will call a simple function writing a message in the console.","El evento scriptable llamará a todos los métodos suscritos al ScriptableObject como parámetro del De_EventsCaller. En este ejemplo, nuestro, así lo llamará una función simple que escribe un mensaje en la consola."
Test Dialogue,3dfa1360-1523-413c-842f-22061668cc31,b836be96-456d-4d09-9113-7051d2bdcce1,"Dans ce projet, la scène DialogueTrigger lance automatiquement la scène contenant le UI d'affichage du dialogue. Cette scène est retirée une fois le dialogue terminée.","In this project, the DialogTrigger scene automatically launches the scene containing the UI display of the dialog. This scene is removed once the dialog is complete.","En este proyecto, la escena de DialogStrigger lanza automáticamente la escena que contiene la pantalla IU del diálogo. Esta escena se elimina una vez que se completa el diálogo."
Test Dialogue,3dfa1360-1523-413c-842f-22061668cc31,0395f82a-7e24-4997-9cb8-f5bacea17c44,"Pour lancer manuellement un dialogue, vous devez appeler la fonction InitAndStartNewDialogue() présente dans le DialogueManager. Ce script est responsable de la lecture du dialogue et de l'interprétation du contenu des nodes.","To manually start a dialog, you must call the InitAndSetNewDialogue() function present in the DialogueManager. This script is responsible for reading the dialogue and interpreting the content of the nodes.","Para iniciar manualmente un diálogo, debe llamar a la función InitandnetNewDialogue () presente en el Diálogueager. Este guión es responsable de leer el diálogo e interpretación de los contenidos de los nodos."
Test Dialogue,3dfa1360-1523-413c-842f-22061668cc31,c43a8e95-3844-4854-afbf-706a991cc62e,"Il est important de fournir en paramètre le SO contenant le dialogue que vous voulez lire, le script dérivé de DE_EventCaller devant appeler les événements en jeu, ainsi que la langue de la traduction du dialogue.","It is important to provide the SO parameter containing the dialog you want to read, the derived script DE_EventCaller to call the events during a session, as well as the language of translation of the dialog.","Es importante proporcionar el parámetro SO que contenga el diálogo que desea leer, el CALLER Derivado derivado para llamar a los eventos en juego, así como el idioma de la traducción del diálogo."
Test Dialogue,aacbe9bf-35bf-401e-971a-c5111f34819f,af1f89d7-b7bb-4614-bfd1-07a2ae0e9dab,"Dans la scène du UI, le script dérivé de DialogueUI est chargé de s'abonner aux delegates du DialogueManager pour afficher les changements de texte et d'images en fonction de la node parcourue. L'exemple utilisé dans ce projet utilise un système de tween pour animer les sprites à l'écran.","In the UI scene, the DialogueUI derived script is responsible for subscribing to the DialogueManager delegates to display the text and image changes based on the current node. The example used in this project uses a Tween system to animate the sprites on the screen.","En la escena de la UI, el script derivado de Diálogo es responsable de suscribirse a los delegados de DialogueManager para mostrar los cambios de texto y la imagen según el nodo recorrido. El ejemplo utilizado en este proyecto utiliza un sistema Tween para animar los sprites en la pantalla."
Test Dialogue,aacbe9bf-35bf-401e-971a-c5111f34819f,d369303e-5f86-4ea1-909d-c793477bd785,"Vous pouvez écrire votre propre comportement pour votre UI en créant un script héritant de DialogueUI.","You can write your own behavior for your UI by creating a script inheriting from DialogueUI.","Puede escribir su propio comportamiento para su IU creando un guión de dialoguei heredero."
Test Dialogue,14adbce5-87c3-471d-8e77-033d468badc1,ddba2a6b-9934-4101-8cd3-6d9d4dc35e59,"La node ""Replique"" est celle utilisée depuis le début de ce dialogue. Elle affiche du texte à l'écran et vous permet de jouer du son à la lecture d'une réplique, comme une voix de personnage ou un effet sonore.","The ""Replique"" node is used since the beginning of this dialogue. It displays text on the screen and allows you to play a sound clip when playing a text line, like a character voice or sound effect.","El nodo ""réplica"" se usa desde el comienzo de este diálogo. Muestra texto en la pantalla y le permite reproducir sonido al reproducir una réplica, como un efecto de voz o efecto de sonido."
Test Dialogue,14adbce5-87c3-471d-8e77-033d468badc1,28aae106-8a20-42ca-a976-af39c4468533,"Comme ceci.","Like this.","Como esto."
Test Dialogue,14adbce5-87c3-471d-8e77-033d468badc1,276a938c-496a-4e4e-8d43-fe09f740620a,"Les différentes options de la node sont :","The different options of the Node are:","Las diferentes opciones del nodo son:"
Test Dialogue,e57c2223-2a78-4f55-adf0-7781aaab5242,39ba785d-0633-4930-a9dc-1f5bd4238f18,"La node ""Delay"" délaie le passage à la node suivante. Utile si vous souhaitez un délai entre deux nodes Event, pour jouer un jeu d'animations ou attendre qu'une scène se charge par exemple.","The ""Delay"" node delays the passage to the next node. Useful if you want a delay between two Event nodes, to play a game of animations or wait for a scene to load for example.","El nodo ""Delay"" trae el movimiento al siguiente nodo. Útil Si desea un retraso entre dos nodos de eventos, para jugar un juego de animaciones o esperar a que se cargue una escena, por ejemplo."
Test Dialogue,c5582632-2ac6-4271-9357-c6cdefd921b2,0c9b761b-e826-477c-b93e-f07c20087989,"La node Event permet au diaogue d'interagir avec le reste du jeu. Elle utilise le DE_EventCaller et un ScriptableObject pour lire et écraser les valeurs du script et pour appeler des fonctions.","The Event node allows the dialogue to interact with the rest of the game. It uses the DE_EventCaller and a ScriptableObject to read and overwrite the script values ​​and to call functions.","El nodo del evento permite que la diagaluación interactúe con el resto del juego. Utiliza el DE_EVENTSCALLER y un ScriptableObject para reproducir y sobrescribir los valores de script y para llamar a funciones."
Test Dialogue,c5582632-2ac6-4271-9357-c6cdefd921b2,c19f083f-fef0-48ce-a321-154c38d86452,"Avec la node Event, vous pouvez réaliser n'importe quoi : Modifier les choix acessibles au joueur, lancer une cinématique, jouer un son ou un effet de particule, etc.","With the Event node, you can realize anything: change the choice of the player, start a cutscene, play a sound or a particle effect, etc.","Con el nodo de evento, puede realizar cualquier cosa: cambiar la opción del reproductor, lanzar una cinemática, jugar un sonido o un efecto de partícula, etc."
Test Dialogue,c5582632-2ac6-4271-9357-c6cdefd921b2,288a206f-fd8b-415d-b883-9020d2736050,"Pour créer un Dialogue Event, Clic droit > Create > Dialogue > New Dialogue Event. Ce ScriptableObject fera office de lien entre le dialogue et le script en jeu, et peut même être partagé entre différents diaogues.","To create an Event dialog, right click > Create > Dialogue > New Event Dialogue. This ScriptableObject will serve as a link between the dialog and the script in-game, and can even be shared between different dialogues.","Para crear un cuadro de diálogo de evento, haga clic con el botón derecho> Crear> Diálogo> Nuevo diálogo de eventos. Este scriptableObject servirá como un enlace entre el cuadro de diálogo y el script en juego, e incluso se puede compartir entre diferentes diaganchos."
Test Dialogue,abbf7fca-f0e5-4992-bf15-d293971b890f,a7f9f850-d016-43e3-a8df-c7ce4632816c,"""Append To Previous text"" : Permet de coller la nouvelle réplique à la précédente sans supprimer cette dernière.","""Append to Previous Text"": allows you to append the new replique to the previous one without deleting the latter.","""Anexar al texto anterior"": le permite pegar la nueva réplica a la anterior sin eliminar este último."
Test Dialogue,abbf7fca-f0e5-4992-bf15-d293971b890f,8761f8d1-7b4b-4b74-a06a-04b1a2c48dd0,"""Can Click On Continue"" : Permet ou non au joueur de continuer le dialogue en cliquant sur l'interface. Fonctionne de pair avec l'auto-délai pour avancer automatiquement un dialogue.","""Can Click on Continue"": Allows the player to continue the dialog by clicking on the interface. Works with the auto-delay to automatically progress in a dialog.","""Puede hacer clic en Continúe"": o no permite que el reproductor continúe con el cuadro de diálogo haciendo clic en la interfaz. Funciona con el autoayuda para avanzar automáticamente un diálogo."
Test Dialogue,abbf7fca-f0e5-4992-bf15-d293971b890f,4a539c07-e49b-4e5b-b6c4-b5742f4de502,"""Overwrite Write Speed"" : Permet d'écrire chaque caractère à une différente vitesse que celle par défaut (en secondes). Utile pour donner une sensation de suspens à votre réplique.","""Overwrite Write Speed"": Allows you to write each character to a different speed than the default (in seconds). Useful for giving a feeling of suspense to your replique.","""Sobrescribe la velocidad de escritura"": le permite escribir cada carácter a una velocidad diferente a la predeterminada (en segundos). Útil para dar una sensación de suspenso a su réplica."
Test Dialogue,abbf7fca-f0e5-4992-bf15-d293971b890f,607bfdbe-6cce-4cd0-8a25-8dd09873b90f,"""Auto Delay"" : Si activé, le dialogue jouera la réplique suivante automatiquement au bout du temps inscrit en paramètre (en secondes).","""Auto Delay"": If enabled, the dialog will play the next replique automatically once the timer registered as a parameter has ended (in seconds).","""Retardo automático"": si está habilitado, el cuadro de diálogo reproducirá la siguiente réplica automáticamente después de la hora registrada como parámetro (en segundos)."
Test Dialogue,b70886b7-fe59-404c-91a2-a729524dda88,fdb8a0a2-0406-45ce-812b-23da819cd5c1,"Bonjour !","Hi!","Buenos dias !"
Test Dialogue,2755a66c-bef6-4058-a76f-cf603bb59b29,cb51f637-6203-4e4b-a572-f1deeedef055,"Comment fonctionne la fenêtre d'édition de dialogue ?","How does the dialog editing window work?","¿Cómo funciona la ventana de edición de diálogo?"
Test Dialogue,2755a66c-bef6-4058-a76f-cf603bb59b29,a883e808-02cf-427d-84e7-dde2c468297e,"Comment fonctionnent les nodes ?","How do the nodes work?","¿Cómo funcionan los nodos?"
Test Dialogue,2755a66c-bef6-4058-a76f-cf603bb59b29,8d834159-c8a1-4ca6-8f8e-aaae9ff94ad5,"Comment lancer un dialogue en jeu ?","How to start a dialogue in-game?","¿Cómo iniciar un diálogo en juego?"
Test Dialogue,2755a66c-bef6-4058-a76f-cf603bb59b29,891641e8-7bc0-4134-9538-b3ac7e428d8d,"Ce sera tout. (Terminer le dialogue)","That's all. (Finish dialog)","Esto será todo. (Diálogo de finalización)"
Test Dialogue,a4c3f0d2-6fbe-4213-adac-27a6c688c1a9,a3ce7a92-e09e-4167-a058-aa7dc71fa400,"Comme ceci ?","Like this ?","Como esto ?"
Test Dialogue,a4c3f0d2-6fbe-4213-adac-27a6c688c1a9,f0489052-d0b9-4f57-bbeb-7908e62b7abc,"Ou comme ceci ?","Or like that?","¿O así?"
Test Dialogue,44d497c9-d42b-42e4-b044-d253875b00cf,aec962fd-df61-4cb1-963d-9be48ab1ac0d,"Débloquer le choix.","Unlock the choice.","Desbloquear la elección."
Test Dialogue,44d497c9-d42b-42e4-b044-d253875b00cf,3dc433aa-bfd7-4481-aff1-76cb5b6feb18,"Choix bloqué.","Choice blocked.","Elección bloqueada."
Test Dialogue,82755e88-9cbc-4e8d-ae05-3d9984507dfb,88eea279-12f5-45c6-81bd-09a352637eb2,"Aller sur la page Github.","Go to the Github page.","Ir a la página GitHub."
Test Dialogue,82755e88-9cbc-4e8d-ae05-3d9984507dfb,4c82df54-97a1-4f1e-aa4d-e85d209c4180,"Aller sur la page Youtube.","Go to the YouTube page.","Ve a la página de YouTube."
Test Dialogue,82755e88-9cbc-4e8d-ae05-3d9984507dfb,ecd16a6d-86f9-4aab-a8ad-be7acad5a400,"Pas maintenant, merci.","Not now, thank you.","No ahora, gracias."
Test Dialogue,a4c3f0d2-6fbe-4213-adac-27a6c688c1a9,9208c28e-201c-4e27-9909-5c5dd0060a8b,"Exemple de choix inaccessible au joueur.","Example of choice inaccessible to the player.","Ejemplo de elección inaccesible para el jugador."
Test Dialogue,44d497c9-d42b-42e4-b044-d253875b00cf,0f18eead-1b34-4136-86ff-eb5f12444e35,"Ce choix est bloqué dans le DE_EventCaller.","This choice is blocked in the DE_EventCaller.","Esta elección está bloqueada en el De_EventsCaller."
v3.0,17b91f55-3709-4b55-9e87-d4f178600974,00fcfdc7-f3a5-4b3a-a936-12d0ad288322,"This system supports multiple characters, dialogue lines, backgrounds, choices, translations and more!","This system supports multiple characters, dialogue lines, backgrounds, choices, translations and more!","This system supports multiple characters, dialogue lines, backgrounds, choices, translations and more!"
v3.0,0cad3c40-b2f1-490a-accb-85b2f9eac12d,bdd66b30-a6d1-4bed-b06e-bc18861bc80c,"Hi!","Hi!","Hi!"
v3.0,0cad3c40-b2f1-490a-accb-85b2f9eac12d,8aca4a17-3302-4ad5-8a8e-aad4c445ce43,"This is the showase of the version 3.0 of our Dialogue Node System!","This is the showase of the version 3.0 of our Dialogue Node System!","This is the showase of the version 3.0 of our Dialogue Node System!"
v3.0,11ddda55-7492-481d-addf-0048a28d9ec3,fa303a8b-4cf4-42d7-8523-329a74fd264b,"You can check it our on our Github page!","You can check it our on our Github page!","You can check it our on our Github page!"
v3.0,abb95ec0-92e8-435b-9d19-27da54c28ed5,b342a71b-7104-4b2a-bca7-56e5e06ef36d,"Wow, that sounds great!","Wow, that sounds great!","Wow, that sounds great!"
v3.0,abb95ec0-92e8-435b-9d19-27da54c28ed5,dff85996-7676-4882-bece-acb2ae773223,"I don't care.","I don't care.","I don't care."
v3.0,abb95ec0-92e8-435b-9d19-27da54c28ed5,fbe2018e-09cf-40a0-af6f-3612b33c8d7e,"Impossible.","Impossible.","Impossible."
